1.3725409697684654e-12 + 0.0im
5.732636587651996e-13 + 0.0im
-9.066219996967106e-13 + 0.0im
2.705419221982197e-12 + 0.0im
1.5996926006067724e-12 + 0.0im
-8.485989688722384e-13 + 0.0im
3.95891652793523e-13 + 0.0im
-4.892475313766909e-13 + 0.0im
-1.6053477991384568e-13 + 0.0im
5.743183706385935e-13 + 0.0im
3.254793656815025e-11 + 0.0im
-3.521745395307363e-11 + 0.0im
1.5965603838985487e-11 + 0.0im
3.1591423921284445e-11 + 0.0im
7.358086362430072e-12 + 0.0im
7.394847234554192e-11 + 0.0im
9.086675856195825e-12 + 0.0im
6.6721628222410345e-12 + 0.0im
2.809118215818529e-11 + 0.0im
-7.795011858213741e-11 + 0.0im
-5.1583043392255945e-12 + 0.0im
2.6590007973226193e-11 + 0.0im
-2.2841792205515604e-12 + 0.0im
-4.256841407146439e-12 + 0.0im
-1.3302900447875743e-13 + 0.0im
-3.0303004029674785e-12 + 0.0im
1.6264420366063348e-12 + 0.0im
2.9450192284841137e-12 + 0.0im
5.176345463375753e-12 + 0.0im
2.2192317428171293e-13 + 0.0im
-3.0883795520963986e-11 + 0.0im
2.1462574772979082e-11 + 0.0im
-2.165717605251416e-11 + 0.0im
-2.965705458990442e-11 + 0.0im
6.206452018986397e-12 + 0.0im
-3.807509862951974e-12 + 0.0im
7.495830345316534e-12 + 0.0im
5.435735195291613e-12 + 0.0im
3.33257033080514e-12 + 0.0im
-7.863931728024909e-12 + 0.0im
-1.3287898559255495e-11 + 0.0im
5.374006795122455e-12 + 0.0im
-5.538555725159711e-12 + 0.0im
-8.574141396877621e-12 + 0.0im
-1.8952256430893044e-11 + 0.0im
-7.298245341402776e-12 + 0.0im
-7.581713035165194e-12 + 0.0im
-2.5395074931822137e-11 + 0.0im
-2.470661175646427e-11 + 0.0im
-6.198208613028555e-12 + 0.0im
-1.6080609066548845e-12 + 0.0im
2.180450264788192e-12 + 0.0im
-3.891748034945408e-12 + 0.0im
-1.569439023185737e-12 + 0.0im
1.9726165145783625e-12 + 0.0im
-1.2672085603071537e-12 + 0.0im
9.327649763690715e-12 + 0.0im
1.9116513927386336e-12 + 0.0im
2.7592372831009015e-12 + 0.0im
-4.829886490753665e-12 + 0.0im
-4.092115535314633e-12 + 0.0im
2.8008984020999605e-12 + 0.0im
-4.656247609702291e-12 + 0.0im
6.050882017660797e-12 + 0.0im
-9.247312984794753e-12 + 0.0im
-3.678668480944225e-12 + 0.0im
-2.208021612770672e-11 + 0.0im
7.615505448477222e-11 + 0.0im
2.8436732135705967e-11 + 0.0im
-2.1198005156763955e-11 + 0.0im
-3.3558919532161724e-11 + 0.0im
-3.3229946572177482e-12 + 0.0im
-2.318550906821315e-11 + 0.0im
-3.00155733601315e-11 + 0.0im
3.2937763627671757e-11 + 0.0im
-5.6089133337877684e-11 + 0.0im
-4.102898576441305e-12 + 0.0im
2.783687169660709e-11 + 0.0im
-1.094862048245382e-12 + 0.0im
1.0178698162111033e-12 + 0.0im
-1.3410939025959578e-12 + 0.0im
-4.2563608887435933e-13 + 0.0im
-2.8172256194558543e-13 + 0.0im
-9.11239833589761e-13 + 0.0im
1.0667508543171778e-12 + 0.0im
-5.215897158628024e-13 + 0.0im
3.3638924978873774e-12 + 0.0im
-2.8448077227238855e-13 + 0.0im
2.999822612537173e-12 + 0.0im
2.2709056857195264e-12 + 0.0im
1.4277145438112981e-11 + 0.0im
7.86606543790036e-12 + 0.0im
-5.728598151399922e-12 + 0.0im
1.714692970944398e-11 + 0.0im
-3.4680591731728327e-13 + 0.0im
-2.8541086161126827e-11 + 0.0im
1.3748224780840701e-11 + 0.0im
-2.753741679129007e-12 + 0.0im
7.750106112425215e-12 + 0.0im
-6.783129613552319e-12 + 0.0im
1.6736792507465736e-11 + 0.0im
7.817663183473655e-12 + 0.0im
3.97015753605956e-12 + 0.0im
-2.069930338244319e-11 + 0.0im
-2.4213520077864814e-11 + 0.0im
4.368061468085216e-12 + 0.0im
-3.670159662294559e-12 + 0.0im
3.1304084324723647e-11 + 0.0im
1.649541614412442e-11 + 0.0im
-3.5358348193792466e-12 + 0.0im
2.050665193209511e-12 + 0.0im
-1.7050250100680842e-12 + 0.0im
3.2976954500441025e-12 + 0.0im
1.8543500068801677e-12 + 0.0im
-2.4876628534897804e-12 + 0.0im
-2.52030341041376e-12 + 0.0im
-1.685493411507366e-11 + 0.0im
-2.353964245749296e-12 + 0.0im
5.61367619056341e-12 + 0.0im
6.396279339515587e-12 + 0.0im
1.9862667066661288e-11 + 0.0im
4.933858877009811e-12 + 0.0im
3.2905581037745435e-11 + 0.0im
-2.106886887176529e-11 + 0.0im
1.6345896858283027e-11 + 0.0im
3.007538662558318e-11 + 0.0im
-6.152425791050575e-12 + 0.0im
3.0665747718927605e-11 + 0.0im
3.1662034105650605e-12 + 0.0im
-4.427375133175815e-12 + 0.0im
8.61644089411584e-13 + 0.0im
-1.1286804824095498e-12 + 0.0im
1.2221265666134684e-12 + 0.0im
2.1115054149589696e-13 + 0.0im
-3.301404288835741e-12 + 0.0im
-3.784715596477639e-12 + 0.0im
-3.0577484988469905e-12 + 0.0im
-3.0925956240324126e-12 + 0.0im
-2.140709137732344e-11 + 0.0im
8.510428473051945e-12 + 0.0im
-6.388271855950478e-12 + 0.0im
-2.07328876289381e-11 + 0.0im
-1.841103658417609e-12 + 0.0im
1.3361603490302798e-12 + 0.0im
-2.2509494268518893e-12 + 0.0im
-1.2272682869962637e-12 + 0.0im
-5.683439829873294e-13 + 0.0im
6.352904313722263e-13 + 0.0im
2.5933317993054317e-12 + 0.0im
-1.03292374653563e-12 + 0.0im
-1.6282364345698852e-11 + 0.0im
1.6346035636161105e-11 + 0.0im
-2.7966240434551537e-11 + 0.0im
-1.2643247560006898e-11 + 0.0im
-2.0481533136162966e-11 + 0.0im
-6.759981463488884e-12 + 0.0im
-3.338362919436122e-11 + 0.0im
-1.930428733531997e-11 + 0.0im
2.25164331624228e-11 + 0.0im
-1.6905088440211102e-12 + 0.0im
4.302663780819671e-11 + 0.0im
1.99390504107555e-11 + 0.0im
-5.9095506266260145e-12 + 0.0im
9.587303173574924e-12 + 0.0im
3.773731327427754e-12 + 0.0im
-5.657724289065413e-12 + 0.0im
6.579126132777446e-12 + 0.0im
-9.192258065837677e-12 + 0.0im
1.6153828275022875e-11 + 0.0im
6.379480277374228e-12 + 0.0im
-1.2187334474944578e-11 + 0.0im
3.89072107864763e-12 + 0.0im
-1.954281181326678e-11 + 0.0im
-1.1652609432921679e-11 + 0.0im
2.8037572263883703e-12 + 0.0im
1.978417429882029e-13 + 0.0im
1.9260135153409408e-11 + 0.0im
2.508326879535616e-12 + 0.0im
1.755633138866841e-11 + 0.0im
-2.850786273711492e-11 + 0.0im
-8.962358633013423e-12 + 0.0im
1.544514516282902e-11 + 0.0im
1.3820472544168183e-12 + 0.0im
5.964798099888924e-12 + 0.0im
3.3151190126368135e-12 + 0.0im
1.459110610113612e-12 + 0.0im
3.4478114807612315e-12 + 0.0im
-1.8285373215576328e-13 + 0.0im
-1.3106182805699973e-13 + 0.0im
3.877231868898434e-12 + 0.0im
1.0573417141834796e-12 + 0.0im
-6.729859725052023e-14 + 0.0im
-8.25291224249014e-13 + 0.0im
1.360831586305622e-12 + 0.0im
9.346551310684958e-13 + 0.0im
-4.172773238053651e-13 + 0.0im
-1.4269796282107006e-12 + 0.0im
1.0575845754701163e-12 + 0.0im
-3.602888820619654e-12 + 0.0im
-5.440023431724228e-13 + 0.0im
2.9494462427948065e-13 + 0.0im
-4.069633519065974e-12 + 0.0im
-3.8315239869746165e-11 + 0.0im
6.7912342416320826e-12 + 0.0im
-1.479748268362613e-11 + 0.0im
-3.6643715839446145e-11 + 0.0im
2.7558094695123714e-11 + 0.0im
-1.0692682850255153e-11 + 0.0im
1.4985457319482975e-11 + 0.0im
2.485323058465383e-11 + 0.0im
3.4151292904738284e-12 + 0.0im
-5.708489236866399e-12 + 0.0im
-1.3332029924484345e-11 + 0.0im
3.17865178622867e-12 + 0.0im
5.057759766557979e-12 + 0.0im
-6.043721079151965e-12 + 0.0im
-2.14198103698493e-12 + 0.0im
